pklt_nm,pklt_knd_nm,lat,lot,자치구,운영시간,노외여부,ev_충전기_설치수,ev_200m,ev_등록대수,자체소비_점수,EV충전_점수_norm,축3_자가소비적합성
석계역 앞,노외 주차장,37.6289,127.0567,노원구,9.142857142857142,1,0,31,3918,0.4711864406779661,0.17244154335155346,0.41143746121268365
석계역앞,노외 주차장,37.6289,127.0567,노원구,9.142857142857142,1,0,31,3918,0.4711864406779661,0.17244154335155346,0.41143746121268365
석촌고분,노외 주차장,37.5024827,127.103495,송파구,9.0,1,0,23,7851,0.4661016949152542,0.30371242381591035,0.43362384069538545
석촌역(제1호),노상 주차장,37.50479,127.11369,송파구,12.0,0,0,4,7851,0.17288135593220336,0.24777278651757007,0.18785964204927671
선릉로132길 노상공영 주차장,노상 주차장,37.5257535,127.0523217,강남구,14.0,0,0,20,15468,0.24406779661016947,0.5947266702244596,0.3141995713330275
선릉로146길 노상공영주차장,노상 주차장,37.5257535,127.0523217,강남구,14.0,0,0,20,15468,0.24406779661016947,0.5947266702244596,0.3141995713330275
성균관 유림회관,노외 주차장,37.58659,126.99398,종로구,24.0,1,0,12,1896,1.0,0.0369049162286837,0.8073809832457368
성내역(잠실나루역) 공영주차장,노상 주차장,37.517732385,127.105057265,송파구,8.142857142857142,0,1,69,7851,0.035593220338983024,0.45066873187414214,0.11860832264601485
성내전통시장 주차장,노외 주차장,37.52998,127.12875,강동구,24.0,1,0,8,5653,1.0,0.1730242388945021,0.8346048477789004
성동 고등학교 공영주차장,노외 주차장,37.5651969,127.01322,중구,24.0,1,0,11,2000,1.0,0.03805473415975837,0.8076109468319517
성동공고 공영주차장,노외 주차장,37.56738,127.01651,중구,24.0,1,4,39,2000,1.0,0.16658610225894427,0.8333172204517889
성산2-1 공영주차장,노외 주차장,37.56775,126.90263,마포구,12.928571428571429,1,0,25,4083,0.6059322033898306,0.1612716980549851,0.5170001023228615
성수2가1동(건물) 공영주차장,노외 주차장,37.54048,127.05601,성동구,24.0,1,3,61,4331,1.0,0.3115957334039812,0.8623191466807962
성수2가3동(건물) 공영주차장,노외 주차장,37.54048,127.05601,성동구,24.0,1,3,61,4331,1.0,0.3115957334039812,0.8623191466807962
성수문화예술마당 임시 공영주차장,노외 주차장,37.5435,127.03742,성동구,24.0,1,0,0,4331,1.0,0.0974295498594018,0.8194859099718804
세우빌딩앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
세일철강~LG전자연구소,노상 주차장,37.4753253,126.8863954,금천구,14.714285714285714,0,0,40,2257,0.2694915254237288,0.13355321282114765,0.24230386290321257
세종로 공영주차장,노외 주차장,37.57340269,126.97588429,종로구,24.0,1,14,54,1896,1.0,0.3218899841175683,0.8643779968235137
소금나루도서관 공영주차장,노외 주차장,37.5501812,126.9479037,마포구,24.0,1,2,63,4083,1.0,0.29619797658669206,0.8592395953173384
송정동(건물) 공영주차장,노외 주차장,37.5537482,127.0684835,성동구,24.0,1,0,19,4331,1.0,0.15336918715774206,0.8306738374315484
송파근린공원,노외 주차장,37.50479,127.11369,송파구,24.0,1,0,4,7851,1.0,0.24777278651757007,0.849554557303514
송파나루공원 동호주차장,노외 주차장,37.5184928,127.1030779,송파구,24.0,1,0,72,7851,1.0,0.4479778042168931,0.8895955608433787
송파동(건축물식),노외 주차장,37.50479,127.11369,송파구,24.0,1,0,4,7851,1.0,0.24777278651757007,0.849554557303514
송파파크데이 2단지입구앞,노외 주차장,37.49803,127.15167,송파구,24.0,1,0,3,7851,1.0,0.2448285950808153,0.8489657190161631
송화골목 전통시장 고객주차장,노외 주차장,37.5539189,126.8377194,강서구,11.0,1,0,18,8009,0.5372881355932204,0.295211211633262,0.4888727508012288
수락산디자인서울거리,노상 주차장,37.66727,127.07242,노원구,9.714285714285714,0,0,1,3918,0.09152542372881355,0.08411580024891092,0.09004349903283303
수색동공영주차장,노외 주차장,37.5851873,126.8948584,은평구,24.0,1,0,33,3656,1.0,0.1680161718561081,0.8336032343712216
수서역북 공영주차장,노외 주차장,37.48801285,127.09994995,강남구,24.0,1,8,33,15468,1.0,0.7251891746423771,0.9450378349284755
수송초등학교 공영주차장,노외 주차장,37.62929,127.03684,강북구,24.0,1,0,3,1856,1.0,0.008832574310264251,0.8017665148620529
수유2동 공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
수유동쌈지마당공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
수유마을시장 공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
시네마빌딩공영주차장,노외 주차장,37.59742,127.01841,성북구,24.0,1,0,109,3533,1.0,0.3869327676625171,0.8773865535325035
시민의숲 동측 공영주차장[양재시민의숲역 4호점],노외 주차장,37.46838,127.0361,서초구,24.0,1,0,12,8665,1.0,0.3033698144098113,0.8606739628819623
시범 공영주차장,노외 주차장,37.6352212,127.0090642,강북구,14.0,1,0,0,1856,0.6440677966101696,0.0,0.5152542372881357
시흥1동 공영주차장,노외 주차장,37.4507049,126.9085555,금천구,9.0,1,2,2,2257,0.4661016949152542,0.044720942159493564,0.3818255443641021
시흥3동 공영주차장,노외 주차장,37.4507049,126.9085555,금천구,11.0,1,2,2,2257,0.5372881355932204,0.044720942159493564,0.4387746969064751
신곡주차장,노외 주차장,37.52782,126.83692,양천구,24.0,1,0,22,3941,1.0,0.14684922633864606,0.8293698452677293
신교공영,노외 주차장,37.58416,126.96723,종로구,24.0,1,0,8,1896,1.0,0.0251281504816647,0.805025630096333
신구초 공영주차장,노외 주차장,37.5223206,127.0277019,강남구,24.0,1,0,4,15468,1.0,0.5476196072363836,0.9095239214472768
신길환승(5호선),노외 주차장,37.51509,126.91423,영등포구,24.0,1,0,14,4323,1.0,0.138333306176443,0.8276666612352886
신당동 공영주차장,노외 주차장,37.5651969,127.01322,중구,24.0,1,0,11,2000,1.0,0.03805473415975837,0.8076109468319517
신당사거리 공영주차장,노외 주차장,37.5651969,127.01322,중구,24.0,1,0,11,2000,1.0,0.03805473415975837,0.8076109468319517
신당역 공영주차장,노외 주차장,37.5651969,127.01322,중구,24.0,1,0,11,2000,1.0,0.03805473415975837,0.8076109468319517
신대방역 공영주차장,노외 주차장,37.48830327,126.91452278,관악구,24.0,1,0,4,3005,1.0,0.057007696166595845,0.8114015392333193
신도림역환승주차장,노외 주차장,37.4945849,126.8845477,구로구,24.0,1,0,0,3621,1.0,0.06948006282902795,0.8138960125658057
신림동공영주차장,노외 주차장,37.4868971,126.928177,관악구,24.0,1,0,0,3005,1.0,0.04523093041957684,0.8090461860839154
신림동제2공영,노상 주차장,37.4868971,126.928177,관악구,10.0,0,0,0,3005,0.10169491525423725,0.04523093041957684,0.09040211828730518
신문로 공영주차장,노외 주차장,37.57017,126.97417,종로구,10.0,1,12,54,1896,0.5016949152542373,0.2988429801825418,0.4611245282398982
신방화역 공영주차장,노외 주차장,37.56706812,126.81757628,강서구,24.0,1,16,49,8009,1.0,0.5708571776528708,0.9141714355305742
신사동 제1공영주차장,노외 주차장,37.4868971,126.928177,관악구,9.142857142857142,1,0,0,3005,0.4711864406779661,0.04523093041957684,0.3859953386262883
신설동 공영주차장,노외 주차장,37.57252061,127.02425684,동대문구,10.0,1,2,12,3021,0.5016949152542373,0.10423807919071097,0.42220354804153204
신영시장 공동주차장,노외 주차장,37.52782,126.83692,양천구,10.0,1,0,22,3941,0.5016949152542373,0.14684922633864606,0.43072577747111906
신우주차장,노외 주차장,37.52782,126.83692,양천구,24.0,1,0,22,3941,1.0,0.14684922633864606,0.8293698452677293
신월1동저지복개1구역,노상 주차장,37.52782,126.83692,양천구,8.285714285714286,0,0,22,3941,0.04067796610169494,0.14684922633864606,0.061912218149085166
신월1동저지복개2구역,노상 주차장,37.52782,126.83692,양천구,8.285714285714286,0,0,22,3941,0.04067796610169494,0.14684922633864606,0.061912218149085166
신월4동 공영주차장,노외 주차장,37.525643,126.837692,양천구,24.0,1,2,28,3941,1.0,0.187561378894201,0.8375122757788402
신월5동복개주차장,노상 주차장,37.52782,126.83692,양천구,8.285714285714286,0,0,22,3941,0.04067796610169494,0.14684922633864606,0.061912218149085166
"신정1,3동 복개",노상 주차장,37.5162407,126.8521196,양천구,8.285714285714286,0,0,26,3941,0.04067796610169494,0.15862599208566505,0.06426757129848897
신정4동 로데오길,노상 주차장,37.5162407,126.8521196,양천구,8.285714285714286,0,0,26,3941,0.04067796610169494,0.15862599208566505,0.06426757129848897
신정4동길,노상 주차장,37.5162407,126.8521196,양천구,8.285714285714286,0,0,26,3941,0.04067796610169494,0.15862599208566505,0.06426757129848897
신정7동 한사랑교회 주차장,노외 주차장,37.5162407,126.8521196,양천구,14.0,1,0,26,3941,0.6440677966101696,0.15862599208566505,0.5469794357052687
신정교주차장,노외 주차장,37.5162407,126.8521196,양천구,24.0,1,0,26,3941,1.0,0.15862599208566505,0.8317251984171331
신창공영주차장,노외 주차장,37.53586,126.95441,용산구,24.0,1,0,6,2674,1.0,0.049866106917494435,0.8099732213834989
신천유수지 공영주차장,노외 주차장,37.52231457,127.10290327,송파구,24.0,1,0,17,7851,1.0,0.2860472751953818,0.8572094550390764
신천지,노상 주차장,37.468399,126.8979571,금천구,14.714285714285714,0,0,41,2257,0.2694915254237288,0.1364974042579024,0.24289270119056353
신촌노상공영주차장,노상 주차장,37.553881,126.937312,마포구,11.0,0,3,15,4083,0.13728813559322034,0.16640028958997724,0.14311056639257172
신학대길 노상공영주차장,노상 주차장,37.54208,126.84656,강서구,8.857142857142858,0,0,5,8009,0.061016949152542375,0.2569367229554502,0.10020090391312395
신한증권옆,노상 주차장,37.64802,127.07678,노원구,9.714285714285714,0,0,71,3918,0.09152542372881355,0.2902092008217435,0.13126217914739954
쌈지 공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
쌍문2동 2공영주차장,노외 주차장,37.65347,127.02715,도봉구,24.0,1,0,0,2535,1.0,0.02672915731496316,0.8053458314629927
쌍문2동 5공영주차장,노외 주차장,37.65347,127.02715,도봉구,24.0,1,0,0,2535,1.0,0.02672915731496316,0.8053458314629927
아시아공원,노외 주차장,37.5122807,127.0855986,송파구,24.0,1,0,41,7851,1.0,0.35670786967749585,0.8713415739354993
아카데미 노상공영,노상 주차장,37.6352212,127.0090642,강북구,8.857142857142858,0,0,0,1856,0.061016949152542375,0.0,0.048813559322033906
아톰,노상 주차장,37.4753253,126.8863954,금천구,14.714285714285714,0,0,40,2257,0.2694915254237288,0.13355321282114765,0.24230386290321257
아현시민 공영주차장,노외 주차장,37.5505624,126.9525116,마포구,24.0,1,0,69,4083,1.0,0.2908161212721941,0.8581632242544388
안말 주차장,노외 주차장,37.52998,127.12875,강동구,24.0,1,0,8,5653,1.0,0.1730242388945021,0.8346048477789004
암사1동 주차장,노외 주차장,37.5582352,127.1308542,강동구,24.0,1,0,2,5653,1.0,0.15535909027397363,0.8310718180547948
압구정 428 공영주차장,노외 주차장,37.5300432,127.0313346,강남구,12.0,1,0,2,15468,0.5728813559322034,0.541731224362874,0.5666513296183375
압구정29길 노상공영 주차장,노상 주차장,37.5300432,127.0313346,강남구,14.0,0,0,2,15468,0.24406779661016947,0.541731224362874,0.3036004821607104
압구정고가1 공영주차장,노상 주차장,37.52607658,127.028388,강남구,12.714285714285714,0,0,11,15468,0.19830508474576267,0.5682289472936668,0.2722898572553435
압구정고가2 공영주차장,노상 주차장,37.5223206,127.0277019,강남구,11.285714285714286,0,0,4,15468,0.1474576271186441,0.5476196072363836,0.22749002314219202
압구정로29길,노상 주차장,37.5300432,127.0313346,강남구,14.0,0,0,2,15468,0.24406779661016947,0.541731224362874,0.3036004821607104
양재2동주민센터 공영주차장,노외 주차장,37.46838,127.0361,서초구,14.0,1,0,12,8665,0.6440677966101696,0.3033698144098113,0.5759282001700979
양재근린공원 공영주차장,노외 주차장,37.46838,127.0361,서초구,24.0,1,0,12,8665,1.0,0.3033698144098113,0.8606739628819623
양재시민의숲(매헌)역 공영주차장,노외 주차장,37.46838,127.0361,서초구,24.0,1,0,12,8665,1.0,0.3033698144098113,0.8606739628819623
양재주차빌딩,노외 주차장,37.46838,127.0361,서초구,24.0,1,0,12,8665,1.0,0.3033698144098113,0.8606739628819623
양천경찰서 노상공영주차장,노상 주차장,37.5162407,126.8521196,양천구,8.857142857142858,0,0,26,3941,0.061016949152542375,0.15862599208566505,0.08053875773916691
양천공원옆,노상 주차장,37.5162407,126.8521196,양천구,8.285714285714286,0,0,26,3941,0.04067796610169494,0.15862599208566505,0.06426757129848897
양천구청 노상공영주차장,노상 주차장,37.5162407,126.8521196,양천구,8.857142857142858,0,0,26,3941,0.061016949152542375,0.15862599208566505,0.08053875773916691
양천사회단체봉사센터,노외 주차장,37.53608,126.87585,양천구,14.0,1,0,3,3941,0.6440677966101696,0.09090958904030579,0.5334361550961968
양천사회단체봉사센터 공영주차장,노외 주차장,37.53608,126.87585,양천구,14.0,1,0,3,3941,0.6440677966101696,0.09090958904030579,0.5334361550961968
양평2동청사 공영,노외 주차장,37.53689,126.89638,영등포구,24.0,1,1,17,4323,1.0,0.15868938245422046,0.8317378764908442
양평동(동) 공영주차장,노상 주차장,37.53906,126.8928,영등포구,8.857142857142858,0,0,89,4323,0.061016949152542375,0.35914766393304925,0.12064309210864375
양평유수지 공영주차장,노외 주차장,37.5282501,126.8914746,영등포구,24.0,1,3,36,4323,1.0,0.2376760236875872,0.8475352047375175
양화진 공영주차장,노외 주차장,37.5477846,126.9095636,마포구,24.0,1,0,0,4083,1.0,0.08766691213611631,0.8175333824272233
어울림 공영주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
어울림소공원 공영주차장,노외 주차장,37.628995,127.0257543,강북구,24.0,1,0,14,1856,1.0,0.04121868011456651,0.8082437360229133
어울림주차장,노외 주차장,37.5162407,126.8521196,양천구,10.0,1,0,26,3941,0.5016949152542373,0.15862599208566505,0.43308113062052284
언구비 공영주차장,노외 주차장,37.50312,127.0014,서초구,24.0,1,0,65,8665,1.0,0.4594119605578131,0.8918823921115626
언북초교 공영주차장,노외 주차장,37.5257535,127.0523217,강남구,24.0,1,0,20,15468,1.0,0.5947266702244596,0.918945334044892
언주로171길,노상 주차장,37.5223206,127.0277019,강남구,14.0,0,0,4,15468,0.24406779661016947,0.5476196072363836,0.3047781587354123
언주초 공영주차장,노외 주차장,37.4878395,127.0438569,강남구,24.0,1,0,2,15468,1.0,0.541731224362874,0.9083462448725749
엔젤데이케이센터 지하주차장,노외 주차장,37.4856963,126.9723525,동작구,24.0,1,2,34,2867,1.0,0.16294800769695272,0.8325896015393905
여울 공영주차장,노외 주차장,37.52782,126.83692,양천구,24.0,1,0,22,3941,1.0,0.14684922633864606,0.8293698452677293
여의도공원 공영주차장,노상 주차장,37.5226,126.91685,영등포구,8.857142857142858,0,0,0,4323,0.061016949152542375,0.09711462606187647,0.0682364845344092
여의도공원앞1 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
여의도공원앞2 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
여의도공원앞3 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
여의도백화점 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
여의서로 공영주차장,노상 주차장,37.5267088,126.9238,영등포구,8.857142857142858,0,0,43,4323,0.061016949152542375,0.22371485784233072,0.09355653089050006
역말 공영주차장,노외 주차장,37.6049941,126.9148856,은평구,24.0,1,0,3,3656,1.0,0.07969042875346556,0.8159380857506932
역삼1문화센터 공영주차장,노외 주차장,37.49988,127.03856,강남구,24.0,1,0,44,15468,1.0,0.6653872647065736,0.9330774529413148
역삼문화공원 공영주차장,노외 주차장,37.49988,127.03856,강남구,24.0,1,0,44,15468,1.0,0.6653872647065736,0.9330774529413148
역삼문화공원제1호공영주차장,노외 주차장,37.49988,127.03856,강남구,24.0,1,0,44,15468,1.0,0.6653872647065736,0.9330774529413148
연광초교 지하 공영주차장,노외 주차장,37.6160647,126.9339579,은평구,24.0,1,0,10,3656,1.0,0.10029976881074881,0.8200599537621498
연광초교지하공동주차장,노외 주차장,37.6160647,126.9339579,은평구,24.0,1,0,10,3656,1.0,0.10029976881074881,0.8200599537621498
연남 유료 주차장,노상 주차장,37.5626596,126.9226107,마포구,11.0,0,0,4,4083,0.13728813559322034,0.09944367788313531,0.12971924405120333
연남노상공영주차장,노상 주차장,37.5626596,126.9226107,마포구,13.0,0,0,4,4083,0.20847457627118646,0.09944367788313531,0.18666839659357626
연남동 공영주차장,노외 주차장,37.5626596,126.9226107,마포구,24.0,1,0,4,4083,1.0,0.09944367788313531,0.8198887355766271
연신중학교지하 공영주차장,노외 주차장,37.6160647,126.9339579,은평구,24.0,1,0,10,3656,1.0,0.10029976881074881,0.8200599537621498
연신중학교지하공동주차장,노외 주차장,37.6160647,126.9339579,은평구,24.0,1,0,10,3656,1.0,0.10029976881074881,0.8200599537621498
연희사러가쇼핑센터앞,노상 주차장,37.57234,126.93084,서대문구,8.857142857142858,0,0,2,2799,0.061016949152542375,0.04301002550680885,0.057415564423395675
염리 공영주차장,노외 주차장,37.54914,126.94915,마포구,24.0,1,0,9,4083,1.0,0.11416463506690908,0.8228329270133818
영남 공영주차장,노외 주차장,37.51947074,126.90260898,영등포구,24.0,1,12,25,4323,1.0,0.3090014355909039,0.8618002871181808
영동6교밑 공영주차장,노상 주차장,37.494468795,127.071070055,강남구,9.428571428571429,0,0,8,15468,0.08135593220338984,0.5593963729834026,0.1769640203593924
영동대로106길,노상 주차장,37.5147838,127.0543618,강남구,14.0,0,0,3,15468,0.24406779661016947,0.5446754157996289,0.30418932044806135
영동대로86길노상,노상 주차장,37.49882,127.06566,강남구,14.0,0,0,15,15468,0.24406779661016947,0.5800057130406859,0.3112553798962728
영동대로96길,노상 주차장,37.5147838,127.0543618,강남구,14.0,0,0,3,15468,0.24406779661016947,0.5446754157996289,0.30418932044806135
영등포구청,노상 주차장,37.52616,126.89724,영등포구,13.285714285714286,0,0,20,4323,0.21864406779661022,0.1559984547969715,0.2061149451966825
영등포구청별관 공영주차장,노외 주차장,37.52616,126.89724,영등포구,23.0,1,0,20,4323,0.9644067796610171,0.1559984547969715,0.8027251146882081
영등포구청역 공영주차장,노외 주차장,37.52432737,126.89548892,영등포구,24.0,1,6,36,4323,1.0,0.2722465295901268,0.8544493059180254
영등포구청환승주차장,노외 주차장,37.52616,126.89724,영등포구,24.0,1,0,20,4323,1.0,0.1559984547969715,0.8311996909593944
영등포동제1공영(전통시장),노외 주차장,37.52125,126.91222,영등포구,16.142857142857142,1,0,15,4323,0.7203389830508474,0.14127749761319774,0.6045266859633175
영등포동제2공영,노외 주차장,37.5239764,126.9065622,영등포구,24.0,1,62,64,4323,1.0,1.0,1.0
영등포동제3공영,노외 주차장,37.51777,126.90368,영등포구,24.0,1,37,55,4323,1.0,0.6854147278813769,0.9370829455762755
영등포로터리,노상 주차장,37.51509,126.91423,영등포구,8.857142857142858,0,0,14,4323,0.061016949152542375,0.138333306176443,0.07648022055732251
영등포로터리 공영주차장,노상 주차장,37.51509,126.91423,영등포구,8.857142857142858,0,0,14,4323,0.061016949152542375,0.138333306176443,0.07648022055732251
영등포본동제1공영,노외 주차장,37.5222786,126.9078574,영등포구,24.0,1,0,67,4323,1.0,0.2943754523244448,0.858875090464889
영등포전통시장 공영주차장,노외 주차장,37.52125,126.91222,영등포구,24.0,1,0,15,4323,1.0,0.14127749761319774,0.8282554995226395
영등포중앙시장 노상주차장,노상 주차장,37.5259675,126.9049108,영등포구,8.857142857142858,0,0,53,4323,0.061016949152542375,0.25315677220987826,0.09944491376400956
영희초교 공영주차장,노외 주차장,37.48754,127.08705,강남구,24.0,1,0,57,15468,1.0,0.7036617533843854,0.9407323506768771
오류1동 텃골주차장,노외 주차장,37.4910095,126.8377379,구로구,24.0,1,0,26,3621,1.0,0.1460290401846515,0.8292058080369303
오패산공영주차장,노외 주차장,37.628995,127.0257543,강북구,24.0,1,0,14,1856,1.0,0.04121868011456651,0.8082437360229133
옥수역 공영주차장,노상 주차장,37.54226979,127.01695354,성동구,8.857142857142858,0,0,38,4331,0.061016949152542375,0.20930882445608234,0.09067532421325038
옥수유수지(평면) 공영주차장,노외 주차장,37.54176,127.01648,성동구,24.0,1,0,38,4331,1.0,0.20930882445608234,0.8418617648912166
온수역(남) 공영주차장,노상 주차장,37.49185054,126.8241372,구로구,8.857142857142858,0,0,0,3621,0.061016949152542375,0.06948006282902795,0.0627095718878395
온조대왕 문화체육관옆,노외 주차장,37.56528,127.15761,강동구,9.0,1,0,58,5653,0.4661016949152542,0.32023381073223967,0.43692811807865134
외대역주차빌딩 공영,노외 주차장,37.60021,127.06124,동대문구,24.0,1,0,0,3021,1.0,0.04586077801462752,0.8091721556029255
요업기술원-LG전자뒤,노상 주차장,37.4753253,126.8863954,금천구,14.714285714285714,0,0,40,2257,0.2694915254237288,0.13355321282114765,0.24230386290321257
용답 어울림 공영주차장,노외 주차장,37.5613328,127.0580146,성동구,24.0,1,1,17,4331,1.0,0.15900430625174578,0.8318008612503492
용답동(건물) 공영주차장,노외 주차장,37.5613328,127.0580146,성동구,24.0,1,1,17,4331,1.0,0.15900430625174578,0.8318008612503492
용답제2(평면) 공영주차장,노외 주차장,37.5613328,127.0580146,성동구,24.0,1,1,17,4331,1.0,0.15900430625174578,0.8318008612503492
용마폭포공원공영주차장,노외 주차장,37.5804084,127.0878903,중랑구,18.0,1,1,2,3158,0.7864406779661017,0.06866573288827167,0.6428856889505358
용문동 공영주차장,노외 주차장,37.53857,126.95576,용산구,24.0,1,0,178,2674,1.0,0.5562670340393115,0.9112534068078624
용산2가소월주차장,노외 주차장,37.54305,126.98558,용산구,24.0,1,0,0,2674,1.0,0.03220095829696593,0.8064401916593932
용산구 이태원동 258-29,노외 주차장,37.53842,126.992,용산구,15.0,1,0,0,2674,0.6796610169491526,0.03220095829696593,0.5501690052187153
용산구 한강로1가 236-5,노외 주차장,37.53517,126.97404,용산구,9.857142857142858,1,0,11,2674,0.4966101694915254,0.0645870641012682,0.410205548413474
용산구 한강로2가 148-4,노외 주차장,37.53142,126.9685,용산구,24.0,1,0,19,2674,1.0,0.0881405955953062,0.8176281191190613
용산구 한강로2가 2-28,노외 주차장,37.53142,126.9685,용산구,8.857142857142858,1,0,19,2674,0.4610169491525424,0.0881405955953062,0.38644167844109517
용산구 한강로2가 2-39,노외 주차장,37.53142,126.9685,용산구,24.0,1,0,19,2674,1.0,0.0881405955953062,0.8176281191190613
용산동2가동 기계식 공영주차장,노외 주차장,37.54305,126.98558,용산구,24.0,1,0,0,2674,1.0,0.03220095829696593,0.8064401916593932
용산전자상가 4,노외 주차장,37.53427,126.9578,용산구,14.0,1,0,0,2674,0.6440677966101696,0.03220095829696593,0.5216944289475288
용산전자상가2,노외 주차장,37.52754,126.96297,용산구,13.5,1,0,25,2674,0.6262711864406779,0.10580574421583469,0.5221780979957092
용산전자상가3,노외 주차장,37.52754,126.96297,용산구,14.0,1,0,25,2674,0.6440677966101696,0.10580574421583469,0.5364153861313026
용산전자상가4,노외 주차장,37.53427,126.9578,용산구,14.0,1,0,0,2674,0.6440677966101696,0.03220095829696593,0.5216944289475288
용산주차빌딩,노외 주차장,37.53142,126.9685,용산구,24.0,1,0,19,2674,1.0,0.0881405955953062,0.8176281191190613
용산주차빌딩 공영주차장,노외 주차장,37.53436379,126.96541818,용산구,24.0,1,14,29,2674,1.0,0.27891153750803876,0.8557823075016078
우리공영주차장,노외 주차장,37.53608,126.87585,양천구,10.0,1,0,3,3941,0.5016949152542373,0.09090958904030579,0.419537850011451
우리은행,노상 주차장,37.4753253,126.8863954,금천구,10.142857142857142,0,0,40,2257,0.10677966101694909,0.13355321282114765,0.11213437137778881
우이동 공영주차장,노외 주차장,37.6575291,127.0089505,강북구,24.0,1,0,1,1856,1.0,0.0029441914367547505,0.800588838287351
웃우물 공영주차장,노외 주차장,37.52379759,126.85141746,양천구,24.0,1,0,0,3941,1.0,0.08207701473004153,0.8164154029460083
웅진코웨이~sk트윈타워,노상 주차장,37.4753253,126.8863954,금천구,14.714285714285714,0,0,40,2257,0.2694915254237288,0.13355321282114765,0.24230386290321257
원묵 고등학교 공용 지하주차장,노외 주차장,37.61083,127.08109,중랑구,24.0,1,0,7,3158,1.0,0.07186318810453221,0.8143726376209065
원서공원 앞,노상 주차장,37.581572,126.9922844,종로구,10.0,0,0,0,1896,0.10169491525423725,0.0015746189876266936,0.08167085600091514
원신공영주차장,노외 주차장,37.4868971,126.928177,관악구,24.0,1,0,0,3005,1.0,0.04523093041957684,0.8090461860839154
원효대교 남단 공영주차장,노상 주차장,37.52234322,126.93684128,영등포구,24.0,0,0,4,4323,0.6,0.10889139180889547,0.5017782783617791
유경백화점뒤,노상 주차장,37.64802,127.07678,노원구,9.714285714285714,0,0,71,3918,0.09152542372881355,0.2902092008217435,0.13126217914739954
유료주차장,노외 주차장,37.54048,127.05601,성동구,24.0,1,3,61,4331,1.0,0.3115957334039812,0.8623191466807962
유수지복개(양평)주차장,노외 주차장,37.5282501,126.8914746,영등포구,24.0,1,3,36,4323,1.0,0.2376760236875872,0.8475352047375175
유진상가앞,노상 주차장,37.5871,126.94676,서대문구,7.857142857142857,0,0,0,2799,0.025423728813559286,0.037121642633299354,0.027763311577507298
은마아파트,노상 주차장,37.49882,127.06566,강남구,14.0,0,0,15,15468,0.24406779661016947,0.5800057130406859,0.3112553798962728
은평평화공원,노외 주차장,37.6040879,126.9317233,은평구,24.0,1,0,6,3656,1.0,0.08852300306372982,0.817704600612746
은평한문화공영주차장,노외 주차장,37.6421169,126.9354305,은평구,24.0,1,0,0,3656,1.0,0.07085785444320132,0.8141715708886403
은행나무공영주차장,노외 주차장,37.58178,127.09034,중랑구,24.0,1,0,0,3158,1.0,0.05125384804724895,0.8102507696094499
을지로 공영주차장,노상 주차장,37.56664646,126.99696895,중구,8.857142857142858,0,1,2,2000,0.061016949152542375,0.023080513196478827,0.05342966196132967
응봉역공영주차장,노외 주차장,37.55236,127.03356,성동구,24.0,1,0,18,4331,1.0,0.15042499572098733,0.8300849991441975
응암3동 공동주차장,노외 주차장,37.59418,126.92555,은평구,24.0,1,0,125,3656,1.0,0.43888178403754513,0.8877763568075091
이수 공영주차장,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
이수공영주차장,노외 주차장,37.4798789,126.9939103,서초구,24.0,1,6,16,8665,1.0,0.38428759196190965,0.876857518392382
이태원2동 공영주차장,노외 주차장,37.53842,126.992,용산구,24.0,1,0,0,2674,1.0,0.03220095829696593,0.8064401916593932
이화공영,노외 주차장,37.57663,127.00515,종로구,24.0,1,4,9,1896,1.0,0.07416634978847232,0.8148332699576946
인수동공영주차장,노외 주차장,37.6352212,127.0090642,강북구,24.0,1,0,0,1856,1.0,0.0,0.8
일원1동(기계식),노외 주차장,37.48754,127.08705,강남구,19.0,1,0,57,15468,0.8220338983050848,0.7036617533843854,0.7983594693209449
일원동맛의거리,노상 주차장,37.48754,127.08705,강남구,14.0,0,0,57,15468,0.24406779661016947,0.7036617533843854,0.3359865879650127
